Date,China: GDP: Current Prices:PoP GROWTHRATE,Surveyed Urban Unemployment Rate in 31 Big Cities and Towns:PoP chg,China: Urban Surveyed Unemployed Rate: Mean:PoP chg,China: No. of New Employed Persons in Urban Areas: YTD:PoP GROWTHRATE,China: Current Employment Sentiment Index:PoP chg,China: Employment Expectation Index:PoP chg,China: Consumer Confidence Index: Employment:PoP chg,China: Consumer Satisfaction Index: Employment:PoP chg,China: Consumer Expectation Index: Employment:PoP chg,China: Total Retail Sales of Consumer Goods:PoP GROWTHRATE,China: Total Retail Sales of Consumer Goods: Merchandise Retail:PoP GROWTHRATE,China: Total Retail Sales of Consumer Goods: Catering Revenue:PoP GROWTHRATE,China: Total Retail Sales of Consumer Goods: Retail Sales of the Enterprises (units) excluding Vehicles:PoP GROWTHRATE,China: Retail Sales of the Enterprises (units) above Designated Size:PoP GROWTHRATE,China: Value of Imports and Exports:PoP GROWTHRATE,China: Trade Balance:Combine With Forecast:PoP GROWTHRATE,ChinaBond: Government Bond YTM: 10Y:PoP chg,T-Bond YTM: 10Y:PoP chg,Yicai Research Institute: China Financial Condition Index:PoP chg,Percent Change: SSE Composite Index,Percent Change: CSI 300 Index,Percent Change: SZSE Component Index,Hang Seng Index:PoP GROWTHRATE,USA: Wilshire 5000 Total Market Full Cap Index:PoP GROWTHRATE,USA: The NASDAQ Composite Index:PoP GROWTHRATE,USA: S&P 500 Index:PoP GROWTHRATE,China: Financial Institutions: Total Loans Balance: RMB:PoP GROWTHRATE,China: Financial Institutions: New RMB Loans:PoP GROWTHRATE,China: Financial Institutions: Total Deposits Balance: RMB:PoP GROWTHRATE,China: Financial Institutions: New RMB Deposits:PoP GROWTHRATE,China: M0:PoP GROWTHRATE,China: M1:PoP GROWTHRATE,China: Credit Lending Weighted Interest Rate of Depository Institutions: 3M:PoP chg,China: SHIBOR: O/N:PoP chg,China: SHIBOR: 1W:PoP chg,China: Industrial Capacity Utilization:PoP chg,Wind Consensus: China: PMI:PoP chg,China: Non-manufacturing PMI: Service Industry:PoP chg,China: Non-manufacturing PMI: Service Industry: New Orders:PoP chg,China: Non-manufacturing PMI: Construction:PoP chg,China: Non-manufacturing PMI: Construction: New Orders:PoP chg,China: Non-manufacturing PMI: New Orders:PoP chg,China: Steel Industry PMI:PoP chg,China: Industrial Added Value Above Designated Size: Mining: YoY,China: Industrial Added Value Above Designated Size: YoY,China: Industrial Added Value Above Designated Size: Electric Power, Gas and Water Production and Supply: YoY,China: Industrial Added Value Above Designated Size: Fixed-base Index:PoP GROWTHRATE,China: Industrial Added Value Above Designated Size: High-Tech Industry: YoY,China: Industrial Added Value Above Designated Size: Manufacturing: YoY,China: Business Climate Index:PoP chg,China: Business Climate Index: Spot Index:PoP chg,China: Business Climate Index: Expectation Index:PoP chg,China: Manufacturing PMI:PoP chg,China: Manufacturing PMI: New Orders:PoP chg,China Electricity Coal of Purchasing Manager Index: Composite Index:PoP chg,China Forestry Purchasing Managers' Index:PoP chg,China: FAI: YTD:PoP GROWTHRATE,China: Completed Investment in Real Estate Development: YTD:PoP GROWTHRATE,China: CPI: Fixed-base Index:PoP GROWTHRATE,China: PPI: Fixed-base Index:PoP GROWTHRATE,China: PPI: Total Industry Products: MoM,China: CPI: Excluding Food and Energy (Core CPI): MoM,China: Basket Crude Oil Price Change Rate,China: Consumer Confidence Index:PoP chg,China: Consumer Expectation Index:PoP chg,China: Index of Future Price Expectation:PoP chg,China Bulk Commodity Price Index: General Index:PoP,China: Price Index for Means of Production:PoP,China Bulk Commodity Price Index: Energy:PoP,China: CPI: Food: MoM,China: CPI: Non-food: MoM,China: CPI: Consumer Goods: MoM,China: CPI: Services: MoM,China: PPI: Means of Production: MoM,China: PPI: Consumer Goods: MoM,China: BCI: Labor Costs:PoP,Ask: USD/CNY: 2M-Bid: USD/CNY: 2M:PoP GROWTHRATE,Ask: USD/CNY: 2W-Bid: USD/CNY: 2W:PoP GROWTHRATE,Real Effective Exchange Rate Index: CNY:PoP GROWTHRATE,Nominal Effective Exchange Rate Index: CNY:PoP GROWTHRATE,Ask: USD/CNY: 1Y-Bid: USD/CNY: 1Y:PoP GROWTHRATE,China: Central Parity Rate: USDCNY:PoP GROWTHRATE,USD/CNY: Spot Exchange Rate:PoP GROWTHRATE
1970-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,-1.051364314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-02-11,,,,,,,,,,,,,,,,,,,,,,,0.047491838,,,0.970881413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-02-12,,,,,,,,,,,,,,,,,,,,,,,-1.128067112,,,-0.241838086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-02-13,,,,,,,,,,,,,,,,,,,,,,,-0.228351761,,,-0.21931099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-02-17,,,,,,,,,,,,,,,,,,,,,,,0.204204275,,,-0.115713968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-02-18,,,,,,,,,,,,,,,,,,,,,,,0.43703485,,,1.231245058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-02-19,,,,,,,,,,,,,,,,,,,,,,,0.005973537,,,0.36529721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-02-20,,,,,,,,,,,,,,,,,,,,,,,1.010349733,,,0.307184951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-02-24,,,,,,,,,,,,,,,,,,,,,,,0.18063694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-02-25,,,,,,,,,,,,,,,,,,,,,,,-0.203968718,,,1.533806995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-02-26,,,,,,,,,,,,,,,,,,,,,,,1.021483055,,,-0.504909909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-02-27,,,,,,,,,,,,,,,,,,,,,,,0.506855134,,,0.672648276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-03-03,,,,,,,,,,,,,,,,,,,,,,,-0.18882505,,,0.577972044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-03-04,,,,,,,,,,,,,,,,,,,,,,,1.579668054,,,-0.210794997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-03-05,,,,,,,,,,,,,,,,,,,,,,,1.355079809,,,-0.044434571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-03-06,,,,,,,,,,,,,,,,,,,,,,,1.862415394,,,-0.624166092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-03-10,,,,,,,,,,,,,,,,,,,,,,,1.437449885,,,0.270788837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-03-11,,,,,,,,,,,,,,,,,,,,,,,-1.995052592,,,-0.067628497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-03-12,,,,,,,,,,,,,,,,,,,,,,,-0.301133439,,,-0.406734263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-03-13,,,,,,,,,,,,,,,,,,,,,,,1.209586139,,,-0.533516221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-03-17,,,,,,,,,,,,,,,,,,,,,,,-1.055069035,,,0.43628083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-03-18,,,,,,,,,,,,,,,,,,,,,,,-1.796230063,,,0.285992302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-03-19,,,,,,,,,,,,,,,,,,,,,,,0.086786727,,,-0.137174233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-03-20,,,,,,,,,,,,,,,,,,,,,,,0.276131094,,,-0.412655331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-03-24,,,,,,,,,,,,,,,,,,,,,,,0.193300809,,,1.13163464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-03-25,,,,,,,,,,,,,,,,,,,,,,,-0.16566352,,,2.014132785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-03-26,,,,,,,,,,,,,,,,,,,,,,,0.655523321,,,0.166954238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-04-01,,,,,,,,,,,,,,,,,,,,,,,-1.503197299,,,0.489706043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-04-02,,,,,,,,,,,,,,,,,,,,,,,-0.067838772,,,-0.311353526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-04-03,,,,,,,,,,,,,,,,,,,,,,,1.119089424,,,-0.446479143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,-0.270758288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-04-08,,,,,,,,,,,,,,,,,,,,,,,-0.20627185,,,-0.03389639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-04-09,,,,,,,,,,,,,,,,,,,,,,,0.545415422,,,0.045192634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-04-10,,,,,,,,,,,,,,,,,,,,,,,1.186253531,,,-0.328110268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-04-14,,,,,,,,,,,,,,,,,,,,,,,0.114201823,,,-0.859456388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-04-15,,,,,,,,,,,,,,,,,,,,,,,1.387149486,,,-0.184310615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-04-16,,,,,,,,,,,,,,,,,,,,,,,-0.198524545,,,-0.984887169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-04-17,,,,,,,,,,,,,,,,,,,,,,,-0.338937782,,,-0.244826703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,-0.52567144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,-1.308595155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-04-23,,,,,,,,,,,,,,,,,,,,,,,-0.206152083,,,-1.470351037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-04-24,,,,,,,,,,,,,,,,,,,,,,,-0.555466222,,,-0.325674252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-04-28,,,,,,,,,,,,,,,,,,,,,,,0.878968593,,,-1.471615008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-04-29,,,,,,,,,,,,,,,,,,,,,,,-0.745798004,,,1.900353338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-04-30,,,,,,,,,,,,,,,,,,,,,,,-0.980727798,,,-0.355109661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-05-01,,,,,,,,,,,,,,,,,,,,,,,-1.375754671,,,-0.098183611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-05-05,,,,,,,,,,,,,,,,,,,,,,,-3.77447251,,,-0.507615303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-05-06,,,,,,,,,,,,,,,,,,,,,,,2.607289503,,,1.100789252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-05-07,,,,,,,,,,,,,,,,,,,,,,,2.298294621,,,0.451978171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-05-08,,,,,,,,,,,,,,,,,,,,,,,0.383596115,,,-0.489735392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-05-12,,,,,,,,,,,,,,,,,,,,,,,-0.361207858,,,-0.958780116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-05-13,,,,,,,,,,,,,,,,,,,,,,,0.206564223,,,-1.710107746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-05-14,,,,,,,,,,,,,,,,,,,,,,,0.206138415,,,-1.43451825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-05-15,,,,,,,,,,,,,,,,,,,,,,,-0.775219938,,,1.916823819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-05-19,,,,,,,,,,,,,,,,,,,,,,,-0.265635081,,,-1.968309182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-05-20,,,,,,,,,,,,,,,,,,,,,,,-0.388170007,,,-2.604523649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-05-21,,,,,,,,,,,,,,,,,,,,,,,-1.420619606,,,-1.867160229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-05-22,,,,,,,,,,,,,,,,,,,,,,,-1.047625811,,,0.124645124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-05-26,,,,,,,,,,,,,,,,,,,,,,,-1.549661906,,,-1.375971257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-05-27,,,,,,,,,,,,,,,,,,,,,,,1.863975511,,,4.900318672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-05-28,,,,,,,,,,,,,,,,,,,,,,,3.125068658,,,2.497076412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-05-29,,,,,,,,,,,,,,,,,,,,,,,1.197758374,,,2.566957562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-06-02,,,,,,,,,,,,,,,,,,,,,,,-0.339937029,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-06-03,,,,,,,,,,,,,,,,,,,,,,,-0.423604799,,,0.869793153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-06-04,,,,,,,,,,,,,,,,,,,,,,,0.376626115,,,-1.488351826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-06-05,,,,,,,,,,,,,,,,,,,,,,,-0.476906318,,,-1.550216676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,0.32840752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-06-10,,,,,,,,,,,,,,,,,,,,,,,1.592819293,,,-1.014969499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-06-11,,,,,,,,,,,,,,,,,,,,,,,1.464847416,,,-1.373996137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-06-12,,,,,,,,,,,,,,,,,,,,,,,-0.672088005,,,-0.322884715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-06-16,,,,,,,,,,,,,,,,,,,,,,,1.181341872,,,2.351799084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-06-17,,,,,,,,,,,,,,,,,,,,,,,1.639751769,,,-0.197173905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-06-18,,,,,,,,,,,,,,,,,,,,,,,-0.822169289,,,0.668811096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
